airline,source_city,destination_city,departure_time,arrival_time,stops,class,duration,days_left,price
GO FIRST,Mumbai,Chennai,11:00,17:11,0,Economy,7.76,30,7497
SpiceJet,Hyderabad,Bangalore,03:00,05:19,0,Economy,11.79,35,5794
Vistara,Bangalore,Hyderabad,04:00,07:39,0,Business,10.22,42,16641
SpiceJet,Mumbai,Delhi,00:00,03:50,1,Economy,8.66,11,10413
AirAsia,Bangalore,Mumbai,01:00,07:02,0,Economy,3.18,19,6831
Vistara,Chennai,Mumbai,10:00,16:08,1,Business,9.92,17,17429
Vistara,Hyderabad,Chennai,20:00,02:54,1,Economy,4.14,45,6971
Vistara,Bangalore,Kolkata,16:00,19:56,1,Business,9.38,38,19577
Air India,Hyderabad,Bangalore,14:00,16:14,2,Economy,2.71,6,11575
GO FIRST,Hyderabad,Delhi,11:00,13:46,1,Economy,8.24,22,9891
Indigo,Delhi,Kolkata,03:00,07:46,2,Economy,10.82,24,12516
Vistara,Kolkata,Chennai,22:00,02:29,2,Economy,4.58,23,7725
Air India,Kolkata,Hyderabad,09:00,11:43,1,Economy,4.35,28,6520
AirAsia,Chennai,Hyderabad,21:00,23:13,1,Economy,2.62,17,7475
SpiceJet,Mumbai,Bangalore,19:00,23:08,1,Economy,13.19,46,8683
Indigo,Chennai,Delhi,05:00,09:18,2,Economy,7.78,25,9261
AirAsia,Chennai,Mumbai,16:00,21:12,0,Economy,14.49,3,10018
Vistara,Kolkata,Mumbai,23:00,04:33,2,Economy,11.66,47,8702
AirAsia,Bangalore,Hyderabad,23:00,05:27,0,Economy,13.48,16,10788
Indigo,Bangalore,Mumbai,09:00,12:42,0,Economy,2.06,7,7753
GO FIRST,Kolkata,Chennai,10:00,13:24,2,Economy,11.9,30,8518
Vistara,Kolkata,Chennai,01:00,07:15,2,Economy,4.76,10,12360
Air India,Mumbai,Bangalore,04:00,10:32,0,Economy,6.42,28,6699
Vistara,Chennai,Kolkata,19:00,22:51,1,Economy,13.71,16,11087
SpiceJet,Bangalore,Chennai,10:00,15:01,1,Business,4.25,30,22353
SpiceJet,Mumbai,Delhi,19:00,22:25,2,Economy,2.18,27,7165
Air India,Mumbai,Bangalore,18:00,23:44,1,Economy,5.14,45,7065
AirAsia,Kolkata,Delhi,21:00,03:34,2,Economy,3.84,23,10390
Vistara,Chennai,Mumbai,06:00,10:14,0,Economy,3.46,7,9326
Vistara,Delhi,Mumbai,06:00,12:54,1,Business,6.94,32,19294
Indigo,Bangalore,Kolkata,01:00,06:10,0,Business,12.65,23,20480
AirAsia,Bangalore,Chennai,06:00,12:57,2,Business,7.21,1,21956
AirAsia,Chennai,Kolkata,07:00,12:29,0,Economy,8.58,35,5296
Vistara,Hyderabad,Kolkata,07:00,11:41,1,Economy,8.9,9,10429
Air India,Hyderabad,Mumbai,00:00,03:59,1,Economy,12.07,3,12029
Air India,Hyderabad,Kolkata,17:00,23:27,2,Economy,13.16,5,13215
SpiceJet,Bangalore,Hyderabad,16:00,20:47,1,Economy,14.96,40,8377
Air India,Kolkata,Bangalore,15:00,18:34,2,Economy,4.4,36,6680
GO FIRST,Chennai,Delhi,22:00,00:25,0,Economy,6.55,33,7095
GO FIRST,Hyderabad,Chennai,17:00,20:50,2,Business,12.51,11,23241
Air India,Mumbai,Hyderabad,08:00,10:21,0,Business,5.49,11,17587
Vistara,Kolkata,Mumbai,20:00,23:07,1,Business,11.6,27,22862
AirAsia,Kolkata,Delhi,17:00,21:06,0,Economy,3.77,29,5115
GO FIRST,Delhi,Bangalore,21:00,23:44,2,Economy,13.74,33,8769
SpiceJet,Chennai,Hyderabad,17:00,19:03,1,Economy,7.86,13,10655
GO FIRST,Bangalore,Mumbai,00:00,05:01,2,Economy,9.79,1,12264
GO FIRST,Hyderabad,Chennai,17:00,19:02,2,Economy,7.46,36,10171
SpiceJet,Bangalore,Hyderabad,00:00,02:16,1,Economy,10.68,41,6072
Vistara,Bangalore,Mumbai,19:00,00:49,0,Business,13.63,11,19205
Air India,Mumbai,Bangalore,04:00,06:02,0,Economy,12.3,29,7316
AirAsia,Mumbai,Bangalore,05:00,11:14,1,Economy,5.51,41,5954
AirAsia,Delhi,Hyderabad,04:00,06:27,0,Business,13.72,17,22210
SpiceJet,Delhi,Hyderabad,23:00,05:43,1,Economy,2.84,49,4227
GO FIRST,Delhi,Chennai,21:00,03:15,0,Economy,4.06,44,4627
Vistara,Hyderabad,Kolkata,03:00,08:28,0,Economy,8.89,7,9865
AirAsia,Mumbai,Chennai,21:00,01:18,1,Economy,8.93,12,11283
Indigo,Chennai,Mumbai,01:00,06:58,1,Economy,3.19,45,5287
Vistara,Bangalore,Mumbai,07:00,09:17,1,Economy,5.05,25,9181
Indigo,Delhi,Mumbai,22:00,03:36,2,Economy,3.22,30,9174
AirAsia,Delhi,Kolkata,06:00,11:12,1,Economy,12.49,1,10290
GO FIRST,Bangalore,Mumbai,01:00,05:56,2,Economy,3.37,27,8165
GO FIRST,Kolkata,Chennai,12:00,18:29,1,Economy,11.9,1,10515
GO FIRST,Mumbai,Chennai,01:00,04:32,2,Economy,10.47,6,12099
Air India,Mumbai,Hyderabad,07:00,09:35,1,Economy,8.67,20,10197
GO FIRST,Hyderabad,Delhi,10:00,16:38,1,Economy,10.67,27,9036
Indigo,Chennai,Bangalore,04:00,06:39,0,Business,7.32,4,18211
Air India,Bangalore,Hyderabad,11:00,13:04,2,Economy,13.48,21,13343
AirAsia,Mumbai,Kolkata,02:00,04:13,0,Economy,11.74,38,7688
Vistara,Mumbai,Kolkata,22:00,04:37,0,Economy,14.45,25,9860
Air India,Hyderabad,Chennai,20:00,00:01,1,Economy,14.48,18,11705
SpiceJet,Delhi,Chennai,18:00,22:42,1,Business,4.94,12,24029
GO FIRST,Kolkata,Delhi,14:00,19:51,2,Economy,14.79,33,9275
Indigo,Chennai,Bangalore,22:00,00:12,2,Business,3.64,28,20567
AirAsia,Kolkata,Delhi,00:00,05:54,0,Economy,10.02,19,7978
GO FIRST,Mumbai,Kolkata,06:00,08:31,0,Business,7.62,2,19000
Vistara,Bangalore,Delhi,13:00,16:42,2,Economy,4.34,27,7498
SpiceJet,Chennai,Mumbai,03:00,07:05,0,Economy,13.57,8,8433
Air India,Bangalore,Chennai,23:00,05:05,2,Economy,13.07,36,8693
AirAsia,Delhi,Mumbai,18:00,23:33,0,Economy,3.99,6,9002
SpiceJet,Kolkata,Chennai,14:00,16:16,2,Economy,11.27,22,12473
GO FIRST,Chennai,Delhi,18:00,22:31,2,Business,13.79,30,20202
Vistara,Hyderabad,Bangalore,13:00,18:22,1,Economy,7.81,30,8603
AirAsia,Chennai,Hyderabad,14:00,17:09,0,Economy,11.95,36,7905
Indigo,Mumbai,Kolkata,22:00,03:15,1,Economy,6.64,42,6601
AirAsia,Hyderabad,Kolkata,14:00,20:05,2,Economy,10.57,48,8787
GO FIRST,Chennai,Delhi,02:00,08:22,1,Economy,2.12,47,5611
GO FIRST,Kolkata,Bangalore,22:00,00:08,0,Economy,13.43,45,5181
Vistara,Kolkata,Mumbai,04:00,06:34,1,Economy,9.52,22,10252
AirAsia,Bangalore,Delhi,22:00,04:11,0,Economy,12.29,33,6660
Vistara,Delhi,Mumbai,03:00,09:49,2,Economy,9.77,26,8766
Air India,Chennai,Hyderabad,13:00,17:51,1,Economy,8.23,39,8188
SpiceJet,Hyderabad,Delhi,01:00,06:00,0,Economy,7.12,3,7441
Indigo,Delhi,Kolkata,19:00,00:35,1,Economy,2.06,23,6437
GO FIRST,Bangalore,Hyderabad,18:00,00:25,2,Economy,4.62,26,8632
Indigo,Delhi,Hyderabad,09:00,11:21,2,Economy,10.18,25,10063
Vistara,Bangalore,Kolkata,22:00,04:49,0,Economy,14.74,35,6125
Vistara,Hyderabad,Bangalore,23:00,05:21,2,Business,4.68,45,17631
Indigo,Chennai,Kolkata,00:00,02:17,1,Economy,3.1,42,5032
SpiceJet,Delhi,Chennai,17:00,22:23,2,Business,4.86,35,16973
Air India,Hyderabad,Delhi,19:00,01:10,0,Economy,10.16,19,9745
Vistara,Bangalore,Hyderabad,20:00,22:38,1,Economy,2.72,28,8518
Vistara,Kolkata,Chennai,00:00,05:12,0,Economy,11.18,45,5763
Air India,Hyderabad,Mumbai,10:00,13:31,1,Economy,11.69,12,10356
AirAsia,Chennai,Mumbai,07:00,10:19,1,Economy,12.42,21,9612
SpiceJet,Kolkata,Bangalore,08:00,12:04,2,Economy,5.45,36,8871
GO FIRST,Delhi,Bangalore,22:00,04:07,2,Economy,14.63,23,12666
Vistara,Kolkata,Mumbai,03:00,05:49,2,Economy,3.38,24,10368
GO FIRST,Bangalore,Kolkata,10:00,13:10,1,Economy,12.08,24,9254
Air India,Mumbai,Delhi,19:00,23:11,1,Economy,6.15,25,9389
Indigo,Kolkata,Delhi,23:00,05:51,0,Business,13.96,44,15596
GO FIRST,Kolkata,Bangalore,09:00,12:48,2,Economy,5.53,38,8474
AirAsia,Hyderabad,Chennai,13:00,15:25,0,Business,13.25,22,23874
Vistara,Bangalore,Delhi,13:00,16:28,2,Business,13.22,30,24921
GO FIRST,Mumbai,Delhi,15:00,20:25,2,Economy,4.64,13,12139
Indigo,Hyderabad,Chennai,17:00,21:42,1,Economy,9.68,5,9186
GO FIRST,Chennai,Bangalore,05:00,11:45,2,Economy,13.63,49,8786
Air India,Delhi,Bangalore,08:00,11:47,1,Economy,2.98,23,7554
AirAsia,Bangalore,Kolkata,08:00,12:25,2,Economy,7.78,8,11447
Indigo,Bangalore,Hyderabad,22:00,01:25,2,Economy,4.87,22,8614
Air India,Kolkata,Chennai,00:00,06:23,1,Economy,14.04,33,8297
Indigo,Mumbai,Hyderabad,19:00,01:06,2,Economy,4.24,4,13473
Indigo,Chennai,Mumbai,02:00,08:00,2,Economy,8.41,28,8354
AirAsia,Hyderabad,Bangalore,23:00,05:32,0,Business,14.45,19,22530
Air India,Delhi,Mumbai,18:00,21:22,2,Economy,4.18,22,10412
SpiceJet,Bangalore,Delhi,17:00,20:48,2,Economy,9.34,37,8431
AirAsia,Kolkata,Chennai,07:00,09:41,0,Economy,12.65,35,5679
Vistara,Hyderabad,Chennai,17:00,22:29,2,Economy,11.59,15,10523
Vistara,Bangalore,Chennai,00:00,05:43,2,Economy,5.47,29,7479
SpiceJet,Chennai,Delhi,11:00,13:55,1,Economy,2.73,38,6283
Air India,Bangalore,Mumbai,06:00,08:09,2,Economy,11.61,22,12986
SpiceJet,Hyderabad,Mumbai,01:00,04:54,2,Economy,13.0,27,9429
Vistara,Mumbai,Delhi,19:00,21:48,1,Economy,3.76,19,7497
Indigo,Hyderabad,Delhi,22:00,03:51,0,Economy,10.87,38,5265
Indigo,Kolkata,Hyderabad,04:00,09:12,1,Economy,4.79,29,6155
Indigo,Bangalore,Delhi,01:00,05:38,0,Economy,13.63,19,7619
Indigo,Chennai,Delhi,11:00,14:00,2,Economy,6.27,34,9516
AirAsia,Delhi,Mumbai,16:00,22:35,2,Business,2.45,22,24697
GO FIRST,Delhi,Mumbai,11:00,15:42,1,Economy,2.41,47,4897
SpiceJet,Mumbai,Delhi,19:00,00:21,0,Economy,9.59,24,6056
GO FIRST,Kolkata,Bangalore,02:00,08:26,1,Economy,3.54,48,6327
AirAsia,Chennai,Bangalore,05:00,11:15,2,Business,7.65,29,25550
Vistara,Bangalore,Kolkata,02:00,05:44,1,Economy,5.43,11,10037
SpiceJet,Kolkata,Bangalore,10:00,14:55,0,Economy,8.72,21,8200
Air India,Hyderabad,Mumbai,20:00,23:42,2,Business,9.83,10,25425
Indigo,Chennai,Kolkata,02:00,07:52,0,Economy,12.15,42,5922
Indigo,Mumbai,Delhi,14:00,18:10,2,Economy,13.01,33,9465
SpiceJet,Chennai,Delhi,14:00,18:50,2,Business,11.23,48,19350
SpiceJet,Bangalore,Hyderabad,10:00,14:41,0,Economy,12.19,39,6308
Vistara,Bangalore,Mumbai,02:00,05:24,1,Economy,5.32,31,8160
Vistara,Chennai,Mumbai,04:00,09:35,0,Business,14.38,4,24737
Vistara,Bangalore,Chennai,18:00,20:13,1,Economy,11.33,9,11558
Vistara,Hyderabad,Chennai,00:00,02:33,2,Economy,5.39,10,9236
Air India,Kolkata,Bangalore,21:00,02:55,1,Business,7.42,21,17512
GO FIRST,Bangalore,Mumbai,22:00,01:24,1,Economy,15.0,16,11865
AirAsia,Kolkata,Delhi,16:00,19:37,0,Economy,9.33,43,4815
SpiceJet,Kolkata,Hyderabad,04:00,06:33,2,Economy,3.16,9,9838
Vistara,Mumbai,Delhi,11:00,14:22,2,Economy,8.96,19,12242
AirAsia,Mumbai,Chennai,08:00,12:26,0,Economy,9.68,6,9142
GO FIRST,Kolkata,Bangalore,08:00,14:18,1,Economy,5.75,43,7617
Air India,Mumbai,Chennai,08:00,10:35,2,Economy,3.32,13,8573
Vistara,Bangalore,Hyderabad,08:00,14:43,1,Economy,11.95,42,6817
AirAsia,Delhi,Bangalore,15:00,21:43,1,Economy,13.2,17,10889
Vistara,Hyderabad,Delhi,01:00,05:31,1,Economy,13.72,7,11551
Air India,Bangalore,Kolkata,04:00,10:55,2,Economy,2.37,1,12758
Indigo,Delhi,Mumbai,13:00,19:04,1,Economy,7.73,29,9402
AirAsia,Hyderabad,Kolkata,10:00,12:01,1,Economy,14.43,5,12257
Air India,Chennai,Kolkata,05:00,11:26,0,Economy,10.18,35,7236
Vistara,Bangalore,Delhi,10:00,13:46,2,Economy,11.44,4,15372
Air India,Hyderabad,Bangalore,09:00,13:31,0,Business,13.26,11,21294
Indigo,Kolkata,Hyderabad,17:00,19:51,1,Economy,13.76,33,8039
SpiceJet,Chennai,Bangalore,08:00,10:03,0,Economy,9.57,7,9874
Vistara,Chennai,Delhi,12:00,14:08,1,Economy,14.36,31,9294
GO FIRST,Delhi,Mumbai,01:00,04:04,2,Economy,6.57,26,8707
AirAsia,Mumbai,Chennai,03:00,05:07,1,Economy,2.0,26,7298
SpiceJet,Hyderabad,Mumbai,09:00,12:20,1,Economy,11.21,33,9852
Air India,Chennai,Bangalore,21:00,02:17,0,Business,7.05,44,15272
AirAsia,Chennai,Hyderabad,05:00,10:12,1,Economy,12.1,41,7468
Air India,Bangalore,Hyderabad,08:00,12:33,2,Economy,10.37,19,10128
SpiceJet,Chennai,Delhi,21:00,01:50,2,Economy,3.06,22,8614
Vistara,Chennai,Kolkata,05:00,11:36,2,Economy,6.39,9,11555
AirAsia,Bangalore,Mumbai,05:00,08:39,2,Economy,11.36,23,10771
GO FIRST,Hyderabad,Chennai,21:00,02:33,1,Economy,3.73,15,8178
GO FIRST,Delhi,Mumbai,13:00,16:42,0,Economy,9.56,33,7860
Indigo,Hyderabad,Delhi,06:00,12:33,2,Economy,10.88,9,13810
AirAsia,Chennai,Bangalore,14:00,18:43,2,Economy,14.83,7,13173
SpiceJet,Delhi,Hyderabad,11:00,13:30,0,Economy,7.25,23,7976
Vistara,Mumbai,Bangalore,20:00,22:41,0,Economy,9.38,49,4410
GO FIRST,Mumbai,Kolkata,19:00,01:56,1,Business,5.81,9,21802
Air India,Delhi,Mumbai,18:00,20:27,1,Economy,14.49,44,6722
Vistara,Chennai,Mumbai,20:00,22:46,0,Economy,10.19,1,10982
GO FIRST,Kolkata,Bangalore,03:00,08:39,0,Economy,2.9,48,4064
SpiceJet,Bangalore,Hyderabad,14:00,18:46,2,Business,11.61,4,28340
Air India,Mumbai,Bangalore,20:00,23:57,0,Business,5.58,17,21713
SpiceJet,Mumbai,Hyderabad,10:00,13:21,0,Economy,8.76,16,9400
Air India,Hyderabad,Delhi,09:00,13:10,2,Economy,3.38,3,9424
GO FIRST,Delhi,Kolkata,16:00,22:56,1,Economy,5.47,16,8094
Air India,Mumbai,Delhi,02:00,08:39,1,Economy,7.22,48,7067
SpiceJet,Chennai,Delhi,01:00,07:58,1,Business,6.91,29,16953
Air India,Mumbai,Bangalore,12:00,14:38,0,Business,4.55,33,14826
Air India,Hyderabad,Mumbai,21:00,03:54,0,Economy,4.21,28,5618
Air India,Kolkata,Bangalore,14:00,18:45,0,Business,11.28,47,19179
AirAsia,Chennai,Hyderabad,03:00,05:11,0,Economy,9.84,2,10289
Indigo,Chennai,Delhi,07:00,11:23,0,Economy,3.45,22,5316
Indigo,Kolkata,Delhi,12:00,16:38,0,Economy,11.34,11,10780
Vistara,Bangalore,Kolkata,20:00,00:34,2,Economy,3.02,36,7813
Indigo,Kolkata,Chennai,04:00,07:51,2,Business,13.21,37,21390
SpiceJet,Chennai,Delhi,17:00,23:46,0,Economy,2.65,24,5638
GO FIRST,Chennai,Bangalore,17:00,21:14,1,Economy,12.87,18,9845
AirAsia,Mumbai,Chennai,05:00,08:12,2,Economy,10.28,20,12093
SpiceJet,Bangalore,Delhi,17:00,23:16,2,Business,14.34,20,24393
Indigo,Chennai,Delhi,01:00,05:55,2,Economy,11.75,5,10713
Vistara,Chennai,Kolkata,05:00,11:15,1,Economy,11.97,4,12079
Vistara,Bangalore,Mumbai,05:00,10:05,0,Business,10.71,5,21445
Air India,Delhi,Mumbai,21:00,01:47,2,Business,12.12,46,20307
AirAsia,Hyderabad,Chennai,03:00,09:53,0,Economy,5.17,48,3628
Vistara,Chennai,Kolkata,14:00,19:19,1,Economy,2.58,49,4124
Indigo,Kolkata,Delhi,17:00,19:47,1,Economy,5.88,9,9556
Air India,Kolkata,Delhi,10:00,12:28,2,Business,13.13,36,26171
Vistara,Delhi,Hyderabad,14:00,16:31,0,Economy,10.9,14,9073
SpiceJet,Chennai,Kolkata,16:00,18:32,1,Economy,9.29,29,7018
Indigo,Kolkata,Delhi,02:00,08:22,0,Economy,12.38,38,5949
Indigo,Hyderabad,Delhi,20:00,22:01,1,Economy,3.47,13,7578
AirAsia,Hyderabad,Chennai,19:00,00:10,0,Business,9.63,2,25409
AirAsia,Bangalore,Delhi,15:00,19:16,0,Economy,8.52,47,5620
Air India,Mumbai,Bangalore,04:00,08:32,0,Economy,13.01,41,5505
Vistara,Delhi,Hyderabad,05:00,09:02,0,Economy,5.23,41,4464
Indigo,Mumbai,Kolkata,08:00,13:37,0,Business,4.23,8,23064
AirAsia,Bangalore,Kolkata,16:00,20:17,1,Economy,3.98,20,6655
SpiceJet,Mumbai,Chennai,20:00,01:35,0,Economy,12.83,8,10654
Vistara,Kolkata,Hyderabad,16:00,21:14,1,Economy,6.72,45,6235
GO FIRST,Mumbai,Hyderabad,15:00,19:36,2,Economy,10.42,42,7906
AirAsia,Mumbai,Kolkata,14:00,18:39,2,Economy,7.96,29,8420
SpiceJet,Delhi,Kolkata,22:00,02:51,2,Economy,9.81,30,10718
SpiceJet,Kolkata,Mumbai,19:00,22:39,0,Economy,11.18,21,6695
Indigo,Delhi,Chennai,09:00,13:53,2,Economy,5.81,41,8099
Vistara,Bangalore,Kolkata,13:00,17:18,1,Business,2.44,47,14424
GO FIRST,Chennai,Delhi,13:00,17:39,0,Economy,5.43,7,7737
Indigo,Mumbai,Delhi,09:00,11:55,2,Economy,11.73,38,11300
Indigo,Mumbai,Chennai,05:00,11:39,0,Economy,3.56,4,9295
GO FIRST,Chennai,Kolkata,04:00,09:45,2,Economy,9.93,43,8112
Vistara,Hyderabad,Bangalore,08:00,11:49,2,Business,13.0,21,22465
GO FIRST,Mumbai,Delhi,04:00,09:50,2,Economy,11.54,18,12789
Indigo,Kolkata,Mumbai,04:00,08:23,1,Economy,10.5,15,8945
SpiceJet,Bangalore,Mumbai,21:00,03:03,1,Business,2.26,19,17776
Air India,Kolkata,Mumbai,12:00,17:38,1,Business,14.49,9,24363
AirAsia,Hyderabad,Delhi,05:00,11:47,1,Economy,10.95,42,7863
GO FIRST,Hyderabad,Delhi,14:00,19:19,2,Business,2.3,20,21850
AirAsia,Chennai,Mumbai,04:00,09:17,1,Economy,5.5,47,6891
SpiceJet,Chennai,Mumbai,00:00,06:36,1,Business,3.57,7,19499
GO FIRST,Hyderabad,Mumbai,14:00,16:43,1,Economy,9.62,35,8951
Indigo,Hyderabad,Delhi,23:00,03:30,0,Economy,3.15,41,5396
GO FIRST,Hyderabad,Kolkata,11:00,16:32,2,Economy,7.85,45,9146
Air India,Chennai,Delhi,02:00,05:51,2,Economy,11.08,36,9096
AirAsia,Delhi,Kolkata,00:00,04:16,2,Economy,14.11,46,9000
Vistara,Delhi,Chennai,01:00,07:46,2,Economy,8.57,40,9566
GO FIRST,Delhi,Chennai,05:00,08:16,2,Economy,10.02,30,9318
Indigo,Bangalore,Chennai,12:00,14:28,2,Economy,10.16,20,12008
Indigo,Hyderabad,Bangalore,19:00,21:19,1,Economy,5.54,16,7548
SpiceJet,Chennai,Delhi,02:00,04:23,1,Business,7.6,18,24186
Vistara,Hyderabad,Delhi,15:00,18:38,2,Economy,9.11,42,6927
Vistara,Mumbai,Delhi,23:00,03:57,2,Business,2.89,43,20961
GO FIRST,Kolkata,Mumbai,01:00,05:18,2,Economy,3.4,39,6809
GO FIRST,Bangalore,Hyderabad,08:00,11:17,1,Economy,5.43,46,5438
Air India,Kolkata,Hyderabad,04:00,08:03,1,Economy,2.98,33,7921
AirAsia,Hyderabad,Bangalore,05:00,07:06,1,Economy,6.21,25,8566
Air India,Kolkata,Hyderabad,22:00,03:39,1,Economy,14.32,26,10888
Indigo,Bangalore,Chennai,09:00,11:50,2,Business,12.95,38,25652
Vistara,Bangalore,Hyderabad,10:00,12:37,0,Economy,7.16,1,8042
Vistara,Bangalore,Mumbai,09:00,12:41,2,Economy,4.24,29,9941
GO FIRST,Delhi,Hyderabad,04:00,06:21,1,Economy,13.88,7,12527
SpiceJet,Chennai,Kolkata,04:00,09:47,0,Business,2.59,45,16454
AirAsia,Kolkata,Mumbai,09:00,14:29,1,Economy,10.92,24,8045
Indigo,Chennai,Delhi,13:00,16:08,1,Business,11.49,27,23172
Indigo,Mumbai,Delhi,16:00,21:36,1,Economy,12.7,23,11639
SpiceJet,Chennai,Hyderabad,11:00,17:39,2,Economy,14.24,36,11118
GO FIRST,Mumbai,Kolkata,23:00,02:15,0,Business,10.67,5,22447
AirAsia,Delhi,Mumbai,07:00,09:45,0,Economy,8.01,1,7846
GO FIRST,Kolkata,Delhi,14:00,16:19,2,Business,9.54,31,25140
Air India,Bangalore,Kolkata,05:00,09:11,0,Economy,7.97,22,7808
GO FIRST,Mumbai,Kolkata,17:00,22:52,0,Economy,8.04,16,7403
Air India,Kolkata,Chennai,18:00,22:26,0,Economy,11.52,27,6585
AirAsia,Delhi,Chennai,11:00,13:02,2,Economy,3.38,8,12533
Vistara,Mumbai,Delhi,08:00,10:54,1,Business,9.39,41,17978
Vistara,Chennai,Delhi,15:00,18:20,1,Economy,5.99,14,10877
Indigo,Delhi,Bangalore,01:00,06:52,0,Economy,3.54,34,5863
Air India,Bangalore,Mumbai,16:00,21:40,2,Economy,14.13,25,10314
Vistara,Kolkata,Bangalore,23:00,05:48,1,Economy,4.89,33,8595
SpiceJet,Hyderabad,Chennai,11:00,14:06,1,Economy,10.78,47,8210
AirAsia,Delhi,Bangalore,12:00,16:54,0,Economy,11.57,2,11534
Vistara,Kolkata,Hyderabad,12:00,17:55,1,Economy,6.23,12,7840
SpiceJet,Chennai,Delhi,09:00,11:25,1,Economy,11.27,1,11726
Vistara,Hyderabad,Chennai,13:00,15:24,0,Economy,12.1,33,6383
Air India,Delhi,Kolkata,04:00,06:26,2,Economy,13.02,47,7768
Vistara,Kolkata,Hyderabad,05:00,11:48,2,Economy,6.3,31,8645
Indigo,Hyderabad,Mumbai,20:00,02:58,2,Economy,5.06,25,9968
Vistara,Mumbai,Delhi,20:00,00:19,0,Economy,3.38,13,6429
Indigo,Chennai,Delhi,21:00,02:34,0,Business,11.0,33,19830
SpiceJet,Kolkata,Hyderabad,03:00,07:55,1,Business,11.05,35,20950
GO FIRST,Mumbai,Hyderabad,13:00,18:27,2,Economy,8.4,2,12505
Vistara,Mumbai,Chennai,10:00,16:36,0,Business,12.03,26,21962
AirAsia,Chennai,Hyderabad,00:00,06:47,1,Economy,2.86,46,4421
GO FIRST,Kolkata,Delhi,06:00,08:38,1,Business,5.48,33,18475
Air India,Hyderabad,Delhi,05:00,10:11,2,Economy,13.4,19,13752
Air India,Hyderabad,Kolkata,17:00,22:03,2,Economy,13.89,38,11772
AirAsia,Bangalore,Hyderabad,02:00,08:25,1,Business,12.79,23,22214
Indigo,Mumbai,Kolkata,21:00,01:01,2,Business,8.95,3,20853
AirAsia,Delhi,Bangalore,17:00,20:14,1,Economy,14.0,25,8384
GO FIRST,Delhi,Kolkata,20:00,23:05,0,Economy,12.14,47,4717
SpiceJet,Bangalore,Mumbai,17:00,21:52,2,Business,12.4,8,21930
Air India,Mumbai,Delhi,06:00,09:23,0,Economy,14.36,40,7190
SpiceJet,Bangalore,Chennai,12:00,16:21,2,Economy,5.93,21,10288
Vistara,Hyderabad,Chennai,03:00,08:13,1,Economy,11.2,2,10359
Vistara,Hyderabad,Chennai,16:00,19:59,0,Economy,3.25,1,7263
GO FIRST,Bangalore,Delhi,08:00,14:44,1,Economy,6.37,46,5686
Vistara,Mumbai,Chennai,22:00,01:52,1,Business,6.86,48,18062
Vistara,Mumbai,Hyderabad,20:00,23:19,2,Economy,6.77,8,11868
GO FIRST,Bangalore,Delhi,05:00,10:35,1,Economy,12.3,45,8669
Air India,Kolkata,Mumbai,01:00,06:39,1,Business,3.88,13,17257
Air India,Chennai,Delhi,20:00,02:45,0,Economy,10.51,26,6150
Indigo,Mumbai,Kolkata,18:00,23:46,1,Economy,15.0,17,11040
AirAsia,Kolkata,Bangalore,03:00,05:28,0,Economy,14.31,30,8374
GO FIRST,Hyderabad,Delhi,05:00,08:57,0,Economy,11.7,37,5348
SpiceJet,Delhi,Kolkata,03:00,05:33,2,Economy,14.65,2,13750
GO FIRST,Bangalore,Kolkata,11:00,15:08,1,Economy,7.71,42,6278
SpiceJet,Delhi,Hyderabad,02:00,08:24,2,Economy,9.11,19,9461
Air India,Hyderabad,Delhi,14:00,17:41,0,Economy,7.67,23,8462
GO FIRST,Hyderabad,Chennai,10:00,14:30,2,Business,14.86,47,20818
Indigo,Chennai,Mumbai,13:00,16:49,2,Economy,13.28,8,15132
Indigo,Mumbai,Hyderabad,19:00,01:13,2,Economy,11.99,24,10687
Indigo,Delhi,Bangalore,11:00,17:30,1,Economy,9.83,4,9094
GO FIRST,Bangalore,Delhi,03:00,09:25,1,Economy,9.46,1,12530
Vistara,Hyderabad,Bangalore,11:00,14:56,1,Business,7.04,30,17322
Vistara,Mumbai,Bangalore,00:00,03:05,0,Economy,14.08,21,9617
AirAsia,Chennai,Hyderabad,11:00,13:36,2,Economy,10.58,23,12046
AirAsia,Chennai,Delhi,11:00,16:20,1,Business,12.23,44,17901
AirAsia,Bangalore,Mumbai,10:00,14:33,0,Economy,9.75,46,5851
Vistara,Bangalore,Hyderabad,09:00,11:05,0,Economy,3.41,42,4520
AirAsia,Bangalore,Delhi,05:00,07:16,1,Business,13.26,14,22292
Air India,Hyderabad,Bangalore,09:00,15:05,0,Business,10.79,40,20016
Vistara,Kolkata,Bangalore,00:00,05:57,1,Economy,4.9,47,6232
AirAsia,Kolkata,Mumbai,00:00,05:46,0,Economy,10.98,26,8880
AirAsia,Kolkata,Hyderabad,13:00,15:19,2,Economy,9.17,41,10436
AirAsia,Bangalore,Delhi,07:00,12:09,2,Economy,14.1,42,7818
Air India,Delhi,Bangalore,14:00,17:51,2,Business,4.02,1,27641
Air India,Chennai,Bangalore,20:00,23:42,1,Economy,11.87,48,5667
GO FIRST,Kolkata,Chennai,14:00,17:03,0,Economy,10.35,11,9043
Indigo,Chennai,Delhi,10:00,13:14,0,Economy,14.89,12,11691
Vistara,Chennai,Mumbai,10:00,12:34,1,Economy,10.53,17,8270
